Iter 31: V_size = 797, Converged = 628, ‖r‖ (largest λ) = 0.7602232621804373
Iter 32: V_size = 387, Converged = 679, ‖r‖ (largest λ) = 4.634987003586381e-5
Iter 33: V_size = 587, Converged = 681, ‖r‖ (largest λ) = 1.3806990995135187
Iter 34: V_size = 787, Converged = 716, ‖r‖ (largest λ) = 0.3047719875224445
Iter 35: V_size = 365, Converged = 725, ‖r‖ (largest λ) = 6.627166370995131e-5
Iter 36: V_size = 565, Converged = 734, ‖r‖ (largest λ) = 0.692839171679811
Iter 37: V_size = 765, Converged = 740, ‖r‖ (largest λ) = 0.8397974047007021
Iter 38: V_size = 394, Converged = 748, ‖r‖ (largest λ) = 7.215599098332412e-5
Iter 39: V_size = 594, Converged = 760, ‖r‖ (largest λ) = 0.6513734469251854
Iter 40: V_size = 794, Converged = 772, ‖r‖ (largest λ) = 1.0609724536170906
Iter 41: V_size = 388, Converged = 787, ‖r‖ (largest λ) = 6.782851551253187e-5
Iter 42: V_size = 588, Converged = 797, ‖r‖ (largest λ) = 0.9191831230107459
Iter 43: V_size = 788, Converged = 805, ‖r‖ (largest λ) = 0.8242526622923796
Iter 44: V_size = 392, Converged = 824, ‖r‖ (largest λ) = 6.202036722972726e-5
Iter 45: V_size = 592, Converged = 842, ‖r‖ (largest λ) = 0.7940858757787136
Iter 46: V_size = 792, Converged = 849, ‖r‖ (largest λ) = 0.8205885971031307
Iter 47: V_size = 393, Converged = 879, ‖r‖ (largest λ) = 5.59700460128362e-5
Iter 48: V_size = 593, Converged = 893, ‖r‖ (largest λ) = 1.0792861262934264
Iter 49: V_size = 793, Converged = 897, ‖r‖ (largest λ) = 0.7627316935243706
Iter 50: V_size = 396, Converged = 915, ‖r‖ (largest λ) = 5.8029527988737214e-5
Iter 51: V_size = 596, Converged = 922, ‖r‖ (largest λ) = 0.9327165329661513
Iter 52: V_size = 796, Converged = 935, ‖r‖ (largest λ) = 0.5275823792421838
Iter 53: V_size = 387, Converged = 941, ‖r‖ (largest λ) = 6.670895151965179e-5
Iter 54: V_size = 587, Converged = 947, ‖r‖ (largest λ) = 0.7010443863888585
Iter 55: V_size = 787, Converged = 952, ‖r‖ (largest λ) = 0.48339503712872334
Iter 56: V_size = 395, Converged = 971, ‖r‖ (largest λ) = 6.241440279906163e-5
Iter 57: V_size = 595, Converged = 980, ‖r‖ (largest λ) = 0.7774427714958091
Iter 58: V_size = 795, Converged = 994, ‖r‖ (largest λ) = 0.46988822946911163
Iter 59: V_size = 386, Converged = 1010, ‖r‖ (largest λ) = 6.402365194497711e-5
Iter 60: V_size = 586, Converged = 1016, ‖r‖ (largest λ) = 0.8837731565699499
Iter 61: V_size = 786, Converged = 1019, ‖r‖ (largest λ) = 0.5653808327599444
Iter 62: V_size = 397, Converged = 1045, ‖r‖ (largest λ) = 6.000111699883438e-5
Iter 63: V_size = 597, Converged = 1052, ‖r‖ (largest λ) = 1.1358199233629998
Iter 64: V_size = 797, Converged = 1058, ‖r‖ (largest λ) = 0.4716825879845461
Iter 65: V_size = 394, Converged = 1082, ‖r‖ (largest λ) = 5.9882696686885604e-5
Iter 66: V_size = 594, Converged = 1084, ‖r‖ (largest λ) = 0.8861271652961619
Iter 67: V_size = 794, Converged = 1100, ‖r‖ (largest λ) = 0.2559681107883228
Iter 68: V_size = 384, Converged = 1108, ‖r‖ (largest λ) = 7.834340390437386e-5
Iter 69: V_size = 584, Converged = 1119, ‖r‖ (largest λ) = 0.5090852237948509
Iter 70: V_size = 784, Converged = 1125, ‖r‖ (largest λ) = 0.6611064544734997
Iter 71: V_size = 394, Converged = 1137, ‖r‖ (largest λ) = 6.948236554916938e-5
Iter 72: V_size = 594, Converged = 1140, ‖r‖ (largest λ) = 0.6297000073452751
Iter 73: V_size = 794, Converged = 1149, ‖r‖ (largest λ) = 0.34423445812727876
Iter 74: V_size = 391, Converged = 1160, ‖r‖ (largest λ) = 9.978977519230153e-5
Iter 75: V_size = 591, Converged = 1164, ‖r‖ (largest λ) = 0.6218799833233497
Iter 76: V_size = 791, Converged = 1169, ‖r‖ (largest λ) = 0.419760647280841
Iter 77: V_size = 395, Converged = 1184, ‖r‖ (largest λ) = 7.29033060871472e-5
Iter 78: V_size = 595, Converged = 1188, ‖r‖ (largest λ) = 0.6599112430123956
Iter 79: V_size = 795, Converged = 1195, ‖r‖ (largest λ) = 0.4931126191107951
Iter 80: V_size = 393, Converged = 1220, ‖r‖ (largest λ) = 7.603589314799012e-5
Iter 81: V_size = 593, Converged = 1220, ‖r‖ (largest λ) = 1.076282642228337
Iter 82: V_size = 793, Converged = 1246, ‖r‖ (largest λ) = 7.154081681121926e-5
Iter 83: V_size = 374, Converged = 1255, ‖r‖ (largest λ) = 9.316499452614705e-5
Iter 84: V_size = 574, Converged = 1262, ‖r‖ (largest λ) = 0.5085140449061225
Iter 85: V_size = 774, Converged = 1270, ‖r‖ (largest λ) = 0.5085129980033024
Iter 86: V_size = 392, Converged = 1288, ‖r‖ (largest λ) = 7.58520605109063e-5
Iter 87: V_size = 592, Converged = 1288, ‖r‖ (largest λ) = 0.8905138696236313
Iter 88: V_size = 792, Converged = 1299, ‖r‖ (largest λ) = 8.259029979183297e-5
Iter 89: V_size = 389, Converged = 1305, ‖r‖ (largest λ) = 9.381284149485991e-5
Iter 90: V_size = 589, Converged = 1312, ‖r‖ (largest λ) = 0.5504119386269999
Iter 91: V_size = 789, Converged = 1316, ‖r‖ (largest λ) = 0.49042796716203735
Iter 92: V_size = 396, Converged = 1330, ‖r‖ (largest λ) = 9.180747016172574e-5
Iter 93: V_size = 596, Converged = 1333, ‖r‖ (largest λ) = 0.6553106234583589
Iter 94: V_size = 796, Converged = 1343, ‖r‖ (largest λ) = 0.3096138212960497
Iter 95: V_size = 390, Converged = 1353, ‖r‖ (largest λ) = 9.575280345822374e-5
Iter 96: V_size = 590, Converged = 1355, ‖r‖ (largest λ) = 0.5938400396101532
Iter 97: V_size = 790, Converged = 1366, ‖r‖ (largest λ) = 0.35345392765721884
Iter 98: V_size = 389, Converged = 1376, ‖r‖ (largest λ) = 9.193591313505765e-5
Iter 99: V_size = 589, Converged = 1377, ‖r‖ (largest λ) = 0.5153220829396578
Total MINRES iterations: 17
Iter 100: V_size = 789, Converged = 1385, ‖r‖ (largest λ) = 0.26023708434219656
Max iterations (100) reached without full expected convergence. Returning what we have.
11460.334539 seconds (743.63 M allocations: 32.802 TiB, 1.15% gc time, 0.01% compilation time)
Number of FLOPs: 157684019439603

Reading exact Eigenvalues...
Reading eigenvalues from ../MA_best/Simulate_CWNO/CWNO_final_tilde_results.jld2

Compute the difference between computed and exact eigenvalues:
1×1385 adjoint(::Vector{Float64}) with eltype Float64:
